state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
UT,91,510, no, no,0,1426,90,2424,2868,102,2438,2222,113,10,148,3,4,0, False
KY,169,510, no, no,0,2761,120,4694,1235,88,105,2619,116,1179,119,5,321,1, False
NH,74,510, no, no,0,1543,71,2623,2623,105,223,2353,99,1059,139,4,375,0, False
RI,101,408, yes, yes,35,181,88,3077,2225,113,1891,2178,103,98,111,3,3,1, False
CA,142,415, no, no,0,1081,81,1838,1469,115,1249,1976,84,889,9,7,243,1, False
PA,61,415, no, yes,31,2521,98,4286,2157,149,1833,1357,117,611,51,4,138,2, False
MA,50,510, no, no,0,1601,64,2722,2087,123,1774,1997,84,899,76,12,205,5, True
WI,82,408, no, no,0,2176,82,3699,1694,101,144,2489,124,112,127,3,343,0, False
MT,142,415, no, yes,22,1983,144,3371,1572,96,1336,1809,114,814,111,4,3,2, False
GA,27,415, no, yes,32,1903,97,3235,279,77,2372,1338,117,602,84,3,227,2, False
AZ,165,408, no, yes,23,1847,63,314,168,62,1428,1761,125,792,87,5,235,1, False
GA,111,408, yes, no,0,1594,47,271,2693,53,2289,1798,103,809,137,2,37,2, True
ME,33,510, no, yes,16,1251,56,2127,2466,140,2096,2354,109,1059,121,2,327,0, False
ME,55,510, no, no,0,1813,100,3082,2005,122,1704,2269,99,1021,109,2,294,1, False
UT,96,510, yes, no,0,998,101,1697,2536,83,2156,1125,75,506,75,6,203,0, False
MD,115,408, no, no,0,2548,97,4332,1535,110,1305,2176,117,979,9,4,243,1, False
DC,65,408, no, no,0,2445,72,4157,2062,88,1753,2998,110,1349,76,1,205,5, True
OH,50,408, no, no,0,1677,74,2851,1799,98,1529,1665,73,749,109,2,294,1, False
MO,137,510, no, no,0,795,121,1352,1641,86,1395,1218,108,548,117,7,316,2, False
ID,95,408, no, no,0,133,94,2261,1966,126,1671,181,128,815,99,3,267,4, True
WA,118,408, no, no,0,2972,113,5052,1888,114,1605,1889,100,85,124,6,335,1, True
NY,84,415, no, no,0,2149,72,3653,1977,92,168,1531,79,689,119,2,321,2, False
NJ,42,408, no, no,0,2699,99,4588,378,76,321,1666,139,75,138,1,373,1, False
NM,53,415, no, no,0,1438,102,2445,1996,124,1697,1778,65,8,78,4,211,1, False
ID,123,415, no, no,0,1322,122,2247,1699,101,1444,1501,123,675,129,11,348,3, True
MO,60,408, no, no,0,1628,117,2768,1632,121,1387,2424,140,1091,142,2,383,1, False
NJ,112,408, no, no,0,3515,95,5976,2068,108,1758,2758,146,1241,119,4,321,1, True
NC,43,415, no, no,0,1658,96,2819,132,105,1122,3232,62,1454,107,6,289,0, False
KY,150,415, no, yes,24,1957,108,3327,2088,110,1775,177,84,797,117,2,316,2, False
CT,92,408, no, no,0,2506,100,426,417,94,354,1862,100,838,97,6,262,2, False
NY,68,510, no, no,0,1419,112,2412,1662,94,1413,2235,77,1006,92,6,248,1, False
OH,159,510, no, no,0,1685,80,2865,2039,119,1733,1991,126,896,81,2,219,1, False
IL,158,415, no, yes,19,1276,88,2169,2352,82,1999,195,87,878,101,3,273,0, False
IL,119,408, no, no,0,1972,111,3352,1681,78,1429,2098,84,944,42,2,113,1, False
WA,54,415, no, yes,28,2174,98,3696,2462,120,2093,127,92,572,75,8,203,1, False
NJ,60,415, yes, no,0,972,91,1652,2437,93,2071,235,116,1058,101,2,273,1, True
WI,111,415, no, yes,23,877,91,1491,2183,118,1856,1731,87,779,123,4,332,1, False
WV,119,415, no, yes,32,1864,75,3169,2069,92,1759,1506,80,678,121,2,327,1, False
AL,74,415, no, no,0,180,110,306,2129,100,181,1823,95,82,118,10,319,0, False
WY,118,408, no, no,0,2324,92,3951,191,68,1624,213,138,958,77,4,208,1, False
ME,124,415, no, no,0,1516,119,2577,1981,93,1684,1734,91,78,116,3,313,3, False
LA,133,510, no, no,0,1722,81,2927,2149,123,1827,1843,90,829,111,6,3,3, False
WI,49,408, no, no,0,2609,88,4435,1742,103,1481,2628,98,1183,106,4,286,1, False
NH,112,415, no, no,0,1244,109,2115,1961,119,1667,1661,89,747,102,4,275,2, False
HI,130,510, no, no,0,1268,101,2156,1441,105,1225,2496,117,1123,114,8,308,2, False
WV,130,510, no, no,0,110,107,187,1819,85,1546,208,94,936,117,3,316,1, False
UT,188,408, no, no,0,2311,92,3929,1824,93,155,2272,89,1022,98,5,265,4, False
HI,174,415, no, no,0,1874,74,3186,1446,142,1229,2357,102,1061,102,1,275,1, False
VT,57,415, no, no,0,1664,114,2829,768,119,653,2601,77,117,109,3,294,3, False
TX,98,415, yes, no,0,1725,118,2933,1985,107,1687,2302,105,1036,126,3,34,1, False
MD,105,408, no, no,0,1418,85,2411,1913,101,1626,1336,126,601,109,3,294,1, False
TN,175,408, yes, yes,35,1595,95,2712,1407,100,1196,1763,99,793,54,4,146,5, True
GA,100,415, no, no,0,2189,124,3721,2375,99,2019,1897,52,854,11,6,297,2, False
MA,132,415, no, no,0,1387,101,2358,2575,85,2189,1656,92,745,78,1,211,2, False
ND,117,415, yes, no,0,1581,101,2688,3151,96,2678,1761,108,792,139,2,375,3, True
NJ,65,415, no, no,0,979,138,1664,173,102,1471,2622,92,118,92,4,248,1, False
NH,131,510, no, no,0,1035,105,176,1741,103,148,2482,95,1117,117,2,316,5, True
NJ,114,408, no, no,0,2063,113,3507,2235,97,19,2343,119,1054,81,6,219,2, False
FL,127,415, no, yes,24,2115,121,3596,1839,115,1563,1862,103,838,135,1,365,3, False
SC,94,408, no, no,0,2292,103,3896,1639,133,1393,1901,67,855,74,6,2,3, False
WY,67,510, no, no,0,125,96,2125,2945,114,2503,2057,75,926,102,4,275,1, True
TX,123,408, no, yes,41,1413,127,2402,152,96,1292,2188,114,985,81,3,219,3, False
MA,116,415, no, no,0,119,94,2023,1443,110,1227,1997,65,899,88,5,238,2, False
ID,107,415, no, no,0,2606,81,443,2461,116,2092,2433,117,1095,128,9,346,0, True
TX,110,415, no, no,0,1492,128,2536,1128,101,959,1563,111,703,122,4,329,1, False
DE,29,415, no, no,0,1637,109,2783,2073,88,1762,2662,101,1198,104,2,281,1, False
NY,76,415, no, no,0,223,109,3791,2187,97,1859,1386,126,624,116,8,313,2, False
ME,115,408, no, no,0,2002,115,3403,2688,109,2285,1854,102,834,128,2,346,3, False
NM,68,415, no, no,0,2486,59,4226,1991,126,1692,1125,117,506,65,3,176,2, False
IL,63,415, no, yes,26,2142,80,3641,253,152,2151,1564,109,704,103,2,278,2, False
LA,69,415, no, no,0,2456,128,4175,173,101,1471,1118,118,503,142,7,383,2, False
TN,97,408, no, no,0,2386,85,4056,2033,75,1728,1805,127,812,162,8,437,0, False
MI,108,510, yes, no,0,861,97,1464,2279,101,1937,2258,102,1016,91,3,246,3, False
MS,79,415, no, no,0,1616,94,2747,1875,110,1594,2208,71,994,103,7,278,2, False
DE,52,415, no, no,0,2579,80,4384,2207,82,1876,2254,70,1014,168,3,454,2, True
KS,114,415, no, no,0,2092,127,3556,1653,93,1405,1968,98,886,106,8,286,3, False
RI,90,510, no, yes,19,214,57,3638,2453,105,2085,2056,68,925,103,2,278,1, False
NJ,82,415, no, yes,33,2474,106,4206,1671,110,142,2076,113,934,68,1,184,5, False
WI,122,415, no, yes,21,196,104,3332,1947,73,1655,1508,92,679,96,4,259,0, False
MT,73,415, no, yes,33,1298,112,2207,2253,96,1915,2625,104,1181,86,3,232,1, False
WV,100,408, no, no,0,2391,96,4065,1801,110,1531,2592,112,1166,14,2,378,0, False
IL,124,510, no, no,0,1332,80,2264,1442,98,1226,261,102,1175,12,3,324,3, True
OR,112,408, no, no,0,1357,34,2307,243,99,2066,2093,115,942,122,8,329,1, False
MN,120,415, no, yes,31,211,117,3587,2387,77,2029,1845,99,83,14,8,378,1, False
TX,95,510, no, no,0,1352,93,2298,2859,123,243,2281,112,1026,10,2,27,3, False
AZ,102,510, no, yes,29,1582,132,2689,2506,47,213,2193,86,987,151,4,408,1, False
LA,61,408, no, no,0,1408,126,2394,2125,115,1806,1417,79,638,64,5,173,4, True
AL,42,510, no, no,0,1602,103,2723,1598,116,1358,2557,87,1151,129,3,348,1, False
MD,104,415, no, no,0,1537,86,2613,1603,78,1363,1766,140,795,96,8,259,1, False
ND,184,415, no, no,0,2376,86,4039,157,105,1335,1636,103,736,142,2,383,2, False
DC,29,510, no, no,0,1821,92,3096,1804,91,1533,2064,128,929,72,2,194,2, False
MD,5,408, no, no,0,1987,108,3378,1467,86,1247,2168,95,976,95,3,257,2, False
MA,58,408, no, yes,47,1511,117,2569,1374,103,1168,1726,99,777,92,8,248,1, False
AR,103,415, no, yes,22,219,126,3723,3119,126,2651,197,112,887,9,8,243,3, False
DC,165,510, no, no,0,1952,84,3318,2295,116,1951,1853,147,834,119,3,321,0, False
NJ,77,408, yes, yes,34,2099,79,3568,2261,88,1922,1018,103,458,114,2,308,2, True
MD,156,510, no, no,0,817,133,1389,2425,117,2061,2038,112,917,123,6,332,3, False
RI,132,415, yes, yes,18,1307,86,2222,1861,98,1582,2048,103,922,119,6,321,0, False
AL,115,415, no, no,0,2659,112,452,1329,94,113,1852,106,833,146,7,394,1, False
MS,109,510, yes, no,0,1865,106,3171,1903,103,1618,1685,128,758,105,6,284,2, False
NJ,117,408, no, no,0,1856,115,3155,1748,83,1486,1882,122,847,67,4,181,4, True
TX,148,408, no, no,0,2497,91,4245,1851,90,1573,2342,88,1054,105,1,284,1, False
MS,135,510, no, no,0,2041,116,347,1502,74,1277,1081,154,486,81,1,219,2, False
WI,87,510, no, yes,24,1358,108,2309,2514,62,2137,1815,91,817,64,4,173,0, False
GA,26,510, no, no,0,832,93,1414,1995,64,1696,2426,112,1092,107,4,289,1, False
ME,78,415, no, no,0,2114,105,3594,2499,77,2124,1996,129,898,93,2,251,2, False
MT,78,510, no, no,0,1858,102,3159,2516,88,2139,2028,86,913,133,6,359,2, False
AR,121,415, no, no,0,1236,113,2101,2294,85,195,2429,97,1093,103,4,278,0, False
ID,101,415, no, no,0,2025,91,3443,1425,134,1211,2196,102,988,101,4,273,3, False
ND,90,510, no, no,0,1694,127,288,1572,111,1336,1724,103,776,107,2,289,1, False
AZ,83,415, no, no,0,1352,76,2298,161,98,1369,1293,105,582,9,6,243,0, False
CA,81,408, no, no,0,1251,103,2127,2096,103,1782,1862,78,838,118,1,319,1, False
NJ,119,408, no, no,0,2871,83,4881,2184,124,1856,1515,42,682,11,4,297,1, True
NV,134,415, no, no,0,1997,107,3395,2058,86,1749,1988,125,895,83,5,224,0, False
NV,48,408, no, no,0,2476,114,4209,1723,110,1465,2644,107,119,71,3,192,1, False
AL,185,415, no, no,0,1585,93,2695,2947,69,2505,1462,116,658,166,3,448,0, False
AL,91,510, no, yes,39,1608,97,2734,1193,54,1014,1479,101,666,103,3,278,3, False
SC,90,408, no, yes,31,1185,92,2015,2579,76,2192,1862,96,838,9,6,243,1, False
WV,159,415, no, no,0,181,107,3077,1884,114,1601,1758,41,791,99,4,267,7, False
CO,103,510, no, yes,40,1403,52,2385,2456,114,2088,1117,86,503,111,6,3,1, False
OH,142,408, yes, no,0,1606,101,273,202,125,1717,2217,100,998,88,2,238,1, True
TX,104,510, no, no,0,1119,105,1902,1977,121,168,3028,108,1363,101,5,273,1, False
ME,82,415, no, no,0,1205,107,2049,1763,124,1499,258,121,1161,105,5,284,0, False
LA,76,510, no, no,0,1563,117,2657,1157,53,983,3164,121,1424,68,4,184,1, False
MT,88,408, no, no,0,2424,89,4121,1614,89,1372,1424,95,641,54,2,146,1, False
NJ,118,408, no, no,0,1784,81,3033,1827,119,1553,2514,109,1131,108,2,292,1, False
UT,139,510, no, no,0,2587,94,4398,1903,132,1618,2472,73,1112,114,2,308,1, True
DC,87,415, no, yes,18,1243,104,2113,1961,80,1667,290,110,1305,72,3,194,1, False
UT,167,415, no, no,0,949,114,1613,3158,105,2684,181,71,815,108,6,292,0, False
CO,138,408, no, no,0,182,101,3094,2003,119,1703,2089,131,94,134,3,362,4, False
MA,130,408, no, no,0,162,62,2754,2781,108,2364,1975,82,889,91,4,246,1, False
FL,87,415, no, no,0,1766,83,3002,2216,101,1884,1853,89,834,94,1,254,0, False
RI,69,408, no, no,0,1988,141,338,2037,110,1731,1771,109,797,152,2,41,4, False
ID,164,408, yes, yes,28,1561,98,2654,2099,140,1784,190,69,855,114,4,308,0, False
CO,109,510, no, no,0,1506,106,256,1474,108,1253,1732,109,779,95,5,257,1, False
MS,53,510, no, no,0,1983,100,3371,3042,93,2586,1315,85,592,92,5,248,2, False
PA,59,510, no, no,0,1891,141,3215,1982,113,1685,2802,103,1261,22,7,59,1, False
KY,124,408, no, no,0,1569,74,2667,1958,82,1664,181,99,815,88,2,238,1, False
ID,73,408, no, no,0,67,76,1139,223,154,1896,2365,151,1064,112,2,302,1, False
AK,94,415, no, no,0,2613,89,4442,1524,139,1295,1202,124,541,105,2,284,0, False
AL,80,415, no, no,0,1351,92,2297,185,103,1573,1471,74,662,147,5,397,3, False
SC,101,415, yes, no,0,921,109,1566,163,83,1386,1333,102,6,97,11,262,2, False
MN,115,408, no, no,0,1735,121,295,1683,100,1431,1383,105,622,78,5,211,1, False
KS,100,415, yes, no,0,1563,82,2657,2594,91,2205,1437,93,647,83,7,224,5, False
MA,85,415, no, no,0,2747,79,467,1194,122,1015,2969,74,1336,94,10,254,1, False
KY,110,408, no, no,0,2447,84,416,1064,95,904,1949,61,877,105,1,284,2, True
WI,92,408, yes, no,0,1836,96,3121,1497,55,1272,1352,71,608,118,4,319,0, False
MI,102,408, no, no,0,1671,80,2841,2229,94,1895,1799,103,81,116,3,313,5, False
NV,134,408, no, no,0,1771,120,3011,2181,123,1854,1838,93,827,127,5,343,3, False
DC,96,415, no, no,0,2178,120,3703,1396,109,1187,2277,111,1025,116,3,313,0, False
NE,42,510, no, no,0,1437,96,2443,221,98,1879,1089,94,49,86,1,232,2, False
OR,175,415, no, no,0,185,104,3145,3258,86,2769,854,105,384,146,2,394,1, False
OR,136,415, no, yes,23,2356,65,4005,1777,81,151,1387,105,624,113,5,305,1, False
AR,32,415, yes, no,0,2655,75,4514,1197,77,1017,1699,128,765,148,6,4,2, True
UT,101,415, no, no,0,3321,91,5646,151,123,1284,2778,99,125,113,3,305,1, True
AZ,132,408, yes, yes,21,2234,89,3798,1932,105,1642,2262,85,1018,77,5,208,3, False
ME,120,510, no, no,0,1636,109,2781,2373,95,2017,1862,141,838,123,5,332,0, False
MT,122,510, no, no,0,190,125,323,1415,77,1203,2168,68,976,159,3,429,3, False
OK,52,510, no, no,0,1537,100,2613,1742,139,1481,2423,53,109,141,3,381,1, False
VT,182,415, no, no,0,1603,87,2725,2299,101,1954,1853,96,834,87,11,235,2, False
NM,138,408, no, yes,12,1145,100,1947,1751,130,1488,1127,85,507,78,5,211,0, False
ID,130,510, no, no,0,1409,68,2395,2175,109,1849,1236,96,556,136,4,367,3, False
SC,106,510, no, no,0,1684,85,2863,1233,95,1048,1625,83,731,46,4,124,3, False
MA,150,408, no, no,0,1509,92,2565,191,106,1624,2236,107,1006,83,4,224,5, True
OK,94,415, no, no,0,2551,96,4337,2769,67,2354,2265,74,1019,106,2,286,0, True
NJ,116,415, no, no,0,154,127,2618,2804,68,2383,213,56,958,86,2,232,6, False
CO,89,415, no, no,0,945,107,1607,1918,85,163,1962,131,883,15,5,405,1, False
WA,45,415, no, no,0,135,116,2295,159,108,1352,1703,130,766,111,15,3,1, False
KS,74,408, no, no,0,2869,113,4877,2608,121,2217,1371,94,617,126,6,34,0, True
GA,158,415, no, no,0,1654,70,2812,2801,104,2381,1218,106,548,104,9,281,1, False
AL,76,415, no, no,0,222,99,3774,2159,122,1835,2041,131,918,82,5,221,3, True
KY,102,415, yes, no,0,2098,85,3567,1657,100,1408,2301,92,1035,87,6,235,0, False
LA,4,408, no, yes,31,1583,99,2691,1642,98,1396,1927,108,867,125,3,338,2, False
MN,161,408, no, no,0,2523,120,4289,2438,98,2072,2844,96,128,92,2,248,1, True
WV,116,415, no, no,0,2555,93,4344,2244,122,1907,3173,85,1428,127,4,343,1, True
ID,49,415, no, no,0,1017,71,1729,2232,102,1897,1821,112,819,73,3,197,3, False
WY,86,415, no, no,0,2279,105,3874,2187,118,1859,2232,120,1004,142,5,383,3, False
NE,39,510, no, no,0,185,113,3145,1065,125,905,1673,78,753,12,2,324,0, False
WI,118,415, no, no,0,1422,96,2417,1649,107,1402,1837,92,827,71,4,192,1, False
MI,57,415, no, no,0,140,100,238,1747,102,1485,2585,111,1163,133,4,359,1, False
NH,138,415, no, no,0,1575,96,2678,2717,107,2309,1382,84,622,107,6,289,2, False
AK,98,415, no, no,0,2375,130,4038,2132,85,1812,1941,107,873,101,3,273,0, False
DE,67,415, no, no,0,1645,79,2797,1103,108,938,2039,102,918,98,2,265,1, False
AZ,145,415, no, yes,10,1907,100,3242,1777,114,151,1673,100,753,128,2,346,0, False
NV,77,415, no, no,0,2155,81,3664,1709,100,1453,1703,59,766,103,3,278,1, False
WV,99,408, no, yes,12,1199,83,2038,2377,98,202,1876,159,844,166,2,448,1, False
VT,106,510, yes, no,0,1967,100,3344,2102,109,1787,1738,83,782,78,1,211,4, True
OK,32,510, no, no,0,2307,122,3922,2047,134,174,142,86,639,87,3,235,2, False
RI,131,415, no, no,0,1313,39,2232,2429,101,2065,2788,100,1255,85,2,23,2, False
MA,100,415, no, no,0,1672,100,2842,1412,87,12,2513,76,1131,61,6,165,3, False
OR,174,415, no, no,0,2223,102,3779,1738,123,1477,2972,97,1337,57,2,154,0, True
NY,98,510, no, no,0,1986,92,3376,3494,99,297,2217,83,998,73,6,197,2, True
ME,42,510, no, no,0,1394,109,237,2238,121,1902,2449,105,1102,46,3,124,1, False
VA,99,408, no, no,0,1304,121,2217,2199,103,1869,841,85,378,98,3,265,2, False
DE,122,415, no, no,0,1846,88,3138,1488,98,1265,3097,58,1394,143,2,386,3, False
OH,4,415, yes, no,0,1697,96,2885,1318,94,112,2451,86,1103,142,4,383,0, True
NY,119,408, no, no,0,1532,131,2604,1166,85,991,2185,74,983,101,5,273,1, False
MN,31,415, no, no,0,2245,96,3817,1912,72,1625,2145,100,965,91,1,246,2, False
WV,114,415, no, no,0,2478,95,4213,2551,98,2168,2241,105,1008,95,6,257,1, True
MD,47,415, yes, no,0,1771,104,3011,2174,97,1848,1918,131,863,97,5,262,2, False
GA,77,415, no, no,0,1345,119,2287,1197,104,1017,2507,112,1128,93,5,251,0, False
WY,39,510, no, yes,38,2018,66,3431,2001,87,1701,1737,112,782,95,3,257,0, False
WV,193,415, no, no,0,1805,114,3069,1179,80,1002,1929,97,868,102,4,275,2, False
OH,103,415, no, yes,40,1645,95,2797,2287,82,1944,1947,97,876,74,1,2,4, False
AK,36,415, yes, yes,19,1719,96,2922,1984,111,1686,3217,76,1448,105,1,284,1, True
MT,149,415, no, no,0,2442,83,4151,262,72,2227,1445,113,65,7,4,189,1, False
IL,87,415, no, no,0,2214,69,3764,1952,53,1659,1206,91,543,137,4,37,1, False
RI,1,510, no, no,0,2415,114,4106,1952,94,1659,2016,93,907,141,3,381,3, False
WY,62,415, no, no,0,1165,77,1981,1861,111,1582,1806,72,813,161,2,435,3, False
WA,112,415, no, no,0,1581,107,2688,1815,101,1543,2003,126,901,83,7,224,1, False
CO,82,408, no, no,0,1216,81,2067,1913,109,1626,2314,81,1041,86,5,232,3, False
DC,86,408, no, no,0,1783,94,3031,2644,74,2247,2846,109,1281,15,2,405,0, False
OH,141,415, no, no,0,2158,79,3669,1127,85,958,2218,109,998,56,4,151,2, False
AL,55,415, no, yes,28,2225,134,3783,1778,106,1511,1946,90,876,97,4,262,2, False
KY,127,415, no, no,0,2645,75,4497,1792,91,1523,1419,93,639,8,1,216,1, False
IA,82,510, no, yes,23,1237,93,2103,1391,74,1182,1745,118,785,106,2,286,1, False
OH,69,415, no, no,0,2448,76,4162,772,100,656,2228,102,1003,10,3,27,0, False
MD,131,415, no, no,0,2128,108,3618,212,115,1802,2359,96,1062,98,11,265,0, False
HI,87,510, no, no,0,2974,63,5056,1184,108,1006,2423,72,109,11,2,297,2, True
WV,63,415, no, no,0,1478,95,2513,2014,72,1712,1549,118,697,86,8,232,1, False
SD,124,408, yes, yes,29,1871,75,3181,1485,142,1262,2144,124,965,55,7,149,2, False
NY,148,408, no, no,0,2365,84,4021,236,95,2006,2286,124,1029,83,6,224,2, False
ID,68,415, no, no,0,1865,108,3171,1902,107,1617,1878,103,845,11,5,297,1, False
TX,72,415, yes, no,0,2861,101,4864,3061,94,2602,2328,89,1048,103,1,278,4, True
TX,119,510, no, no,0,1072,100,1822,2211,100,1879,2126,96,957,83,3,224,2, False
ID,43,415, no, yes,36,931,68,1583,2461,83,2092,949,109,427,87,8,235,1, False
CA,136,510, no, no,0,1324,110,2251,2541,81,216,1765,100,794,13,6,351,2, False
MO,97,510, no, no,0,807,99,1372,2623,93,223,2146,130,966,88,3,238,0, False
OR,149,415, no, no,0,1145,103,1947,2288,100,1945,1358,74,611,107,3,289,0, False
KY,59,510, no, no,0,1555,92,2644,1923,104,1635,1233,106,555,105,3,284,4, True
NY,77,415, no, no,0,1847,130,314,194,105,1649,2491,91,1121,9,4,243,1, False
MI,110,415, no, no,0,941,127,16,283,97,2406,1687,69,759,103,6,278,2, False
WA,70,415, no, no,0,2293,110,3898,1182,89,1005,155,105,698,79,4,213,1, False
VT,155,510, no, no,0,2238,109,3805,2334,68,1984,2016,111,907,88,8,238,1, False
DC,151,415, no, yes,27,1544,141,2625,2106,109,179,1679,109,756,78,3,211,3, False
TX,125,415, no, no,0,1902,107,3233,2092,75,1778,1021,136,459,142,5,383,4, True
NJ,83,415, no, no,0,167,120,2839,2091,102,1777,131,107,59,86,2,232,1, False
ND,94,510, no, no,0,1548,113,2632,2618,121,2225,213,81,958,116,5,313,0, False
CO,11,415, no, yes,36,2934,122,4988,1741,91,148,212,50,954,69,6,186,1, False
CO,92,415, no, no,0,1605,113,2729,2873,134,2442,2126,93,957,82,3,221,3, False
GA,70,415, no, yes,20,2302,110,3913,1775,111,1509,2063,38,928,119,2,321,0, False
UT,82,510, no, no,0,1919,95,3262,1167,105,992,2026,113,912,82,5,221,0, False
CO,65,408, no, no,0,1315,119,2236,2223,119,189,1553,83,699,111,7,3,1, False
AZ,102,510, no, no,0,1716,116,2917,2194,111,1865,2421,85,1089,121,4,327,0, True
TX,112,510, no, no,0,2421,69,4116,2352,150,1999,2377,106,107,10,5,27,3, True
CT,78,408, no, no,0,1573,61,2674,242,119,2057,196,107,882,106,1,286,1, False
NM,77,408, yes, no,0,1927,82,3276,198,91,1683,2042,95,919,9,6,243,1, False
MI,126,415, no, no,0,1756,91,2985,1511,100,1284,2015,100,907,99,2,267,1, False
ME,58,415, no, yes,29,2396,84,4073,1821,80,1548,1183,100,532,11,3,297,2, False
CT,38,510, no, no,0,969,110,1647,2414,75,2052,141,69,635,108,3,292,0, False
MO,87,408, no, no,0,1295,104,2202,194,133,1649,2879,65,1296,72,7,194,2, False
WY,72,510, yes, no,0,274,75,4658,1628,110,1384,110,121,495,77,3,208,4, False
DC,69,415, no, no,0,1117,86,1899,1875,68,1594,1948,128,877,116,10,313,2, False
RI,85,408, no, no,0,1427,82,2426,1791,106,1522,1414,88,636,5,8,135,3, False
VA,176,415, no, no,0,2167,91,3684,2339,104,1988,2311,110,104,9,4,243,1, False
MA,133,415, no, no,0,2071,106,3521,2835,124,241,652,107,293,105,2,284,3, False
MT,146,415, no, no,0,2148,86,3652,2309,94,1963,2238,100,1007,58,3,157,3, False
WA,31,415, no, no,0,1429,67,2429,1097,72,932,2936,112,1321,115,6,311,0, False
TN,78,415, yes, no,0,715,126,1216,1668,127,1418,2116,86,952,83,2,224,3, True
ND,118,415, no, no,0,776,113,1319,1269,75,1079,191,79,859,149,4,402,1, False
ME,119,510, no, no,0,737,66,1253,1605,132,1364,2142,67,964,13,6,351,3, False
CO,141,408, no, no,0,2643,90,4493,2164,101,1839,2088,72,94,96,3,259,0, True
IN,91,510, yes, no,0,1032,100,1754,1248,154,1061,3361,111,1512,14,4,378,2, True
DC,150,510, yes, no,0,1148,156,1952,1353,78,115,2184,98,983,156,4,421,1, True
UT,76,415, no, no,0,2125,124,3613,2155,110,1832,128,94,576,52,9,14,3, False
ID,159,510, no, yes,36,2882,120,4899,2271,105,193,1982,113,892,133,7,359,1, False
UT,66,415, no, no,0,1924,98,3271,187,93,159,1329,82,598,112,1,302,0, False
MD,139,415, no, no,0,1022,76,1737,230,106,1955,1834,136,825,108,4,292,1, False
VT,122,415, yes, no,0,495,114,842,2141,98,182,1549,120,697,10,4,27,0, False
FL,91,415, no, no,0,1532,70,2604,2317,91,1969,1151,80,518,98,3,265,4, True
NH,131,415, no, no,0,555,79,944,1635,104,139,1281,59,576,101,4,273,1, False
IL,135,415, no, no,0,2472,61,4202,1687,122,1434,1698,100,764,66,1,178,0, False
NM,109,408, no, yes,40,997,116,1695,1403,117,1193,2213,76,996,139,5,375,3, False
KS,129,415, no, no,0,2202,117,3743,2611,102,2219,1659,132,747,108,1,292,2, False
WV,85,415, no, no,0,1169,75,1987,1833,109,1558,3074,119,1383,10,8,27,2, False
ID,125,408, no, no,0,1759,98,299,1928,148,1639,2782,110,1252,106,5,286,0, False
ME,67,415, no, no,0,208,95,3536,2348,81,1996,266,80,1197,117,6,316,3, False
MA,61,415, no, yes,28,2399,110,4078,2189,87,1861,166,46,747,121,4,327,1, False
TX,77,510, no, no,0,1365,95,2321,1826,102,1552,2336,93,1051,99,10,267,1, False
OR,135,408, yes, no,0,1748,112,2972,218,125,1853,1801,102,81,127,6,343,3, False
WV,43,510, no, yes,26,1415,94,2406,1964,123,1669,1724,100,776,129,1,348,3, False
MO,120,415, no, no,0,792,123,1346,2121,106,1803,2246,104,1011,102,4,275,3, False
WY,62,415, no, no,0,2389,102,4061,1614,115,1372,2485,103,1118,134,4,362,0, False
WV,160,408, no, yes,37,1798,104,3057,1448,115,1231,2091,89,941,111,8,3,3, False
UT,67,510, no, no,0,2259,78,384,2431,83,2066,841,94,378,135,2,365,2, True
KY,98,415, no, no,0,1898,113,3227,2715,111,2308,2189,96,985,13,5,351,1, False
OK,103,510, no, no,0,267,97,4539,2043,151,1737,2469,67,1111,113,7,305,1, True
TN,121,415, no, no,0,2173,79,3694,218,106,1853,1665,69,749,115,7,311,1, False
GA,111,415, no, no,0,1291,92,2195,1489,132,1266,264,103,1188,168,7,454,2, False
NE,127,408, no, no,0,1355,110,2304,146,116,1241,208,88,936,107,4,289,2, False
WA,65,510, no, no,0,1834,63,3118,1836,80,1561,1535,83,691,107,4,289,4, True
MO,86,510, no, no,0,223,109,3791,2862,76,2433,2578,132,116,75,7,203,3, True
WV,133,510, no, yes,24,1255,106,2134,1612,95,137,2091,112,941,15,4,405,2, False
WA,238,415, no, no,0,202,60,3434,2139,105,1818,2664,90,1199,12,1,324,2, False
ME,119,510, no, no,0,140,135,238,1389,103,1181,2302,121,1036,61,6,165,0, False
WI,113,415, no, no,0,126,90,2142,2058,92,1749,217,121,976,128,1,346,0, False
NC,126,415, no, no,0,2282,68,3879,1702,102,1447,1689,72,76,102,6,275,1, False
OK,103,415, no, no,0,2784,121,4733,2522,139,2144,2023,96,91,137,1,37,1, True
MA,104,415, no, no,0,2853,75,485,1308,111,1112,1818,99,818,105,2,284,2, False
MN,56,415, no, no,0,2229,100,3789,1452,110,1234,1706,129,768,56,8,151,1, False
ND,56,510, no, yes,37,1537,97,2613,2714,91,2307,179,121,806,83,2,224,1, False
